Episode,Total Steps,Episode Reward,Average Reward,Best Reward,Actor Loss,Critic Loss,Actor LR,Buffer Size
285,20018,-1.2000000000000464,-0.8875000000000314,17.55000000000025,0,4.261533737182617,3e-05,20018
286,20068,-2.2499999999999947,-0.8850000000000317,17.55000000000025,0,4.665942192077637,3e-05,20068
287,20127,-0.9500000000000464,-0.8895000000000317,17.55000000000025,-17.856983184814453,4.0279221534729,3e-05,20127
288,20209,-2.700000000000048,-0.9595000000000337,17.55000000000025,-18.012819290161133,4.739078521728516,3e-05,20209
289,20261,-1.9000000000000226,-0.9715000000000331,17.55000000000025,-17.85704803466797,4.231358528137207,3e-05,20261
290,20313,-1.900000000000042,-0.9655000000000338,17.55000000000025,-17.765785217285156,3.9433321952819824,3e-05,20313
291,20380,0.44999999999994245,-0.9515000000000339,17.55000000000025,0,3.5430450439453125,3e-05,20380
292,20474,-2.800000000000102,-0.9815000000000343,17.55000000000025,0,4.548891544342041,3e-05,20474
293,20531,-1.3000000000000442,-1.0080000000000362,17.55000000000025,-17.992748260498047,4.2893524169921875,3e-05,20531
294,20590,-0.9500000000000464,-0.9940000000000367,17.55000000000025,0,4.258642196655273,3e-05,20590
295,20687,-4.7500000000000835,-1.0630000000000368,17.55000000000025,-17.733901977539062,4.808509826660156,3e-05,20687
296,20767,-4.150000000000086,-1.0985000000000373,17.55000000000025,-17.86693572998047,3.539670944213867,3e-05,20767
297,20896,-7.400000000000153,-1.1500000000000385,17.55000000000025,0,4.008593559265137,3e-05,20896
298,20951,-1.65000000000002,-1.1485000000000378,17.55000000000025,-17.99574089050293,4.396025657653809,3e-05,20951
299,21008,-1.300000000000047,-1.1545000000000376,17.55000000000025,0,4.89467716217041,3e-05,21008
300,21080,1.5999999999999366,-1.1290000000000378,17.55000000000025,0,3.9851577281951904,3e-05,21080
301,21145,0.09999999999994369,-1.118500000000038,17.55000000000025,-17.819189071655273,4.618103981018066,3e-05,21145
302,21204,-0.9500000000000499,-1.1080000000000385,17.55000000000025,0,4.629289150238037,3e-05,21204
303,21256,-1.9000000000000385,-1.1140000000000385,17.55000000000025,0,4.488478660583496,3e-05,21256
304,21310,-1.550000000000039,-1.107000000000039,17.55000000000025,0,4.377285003662109,3e-05,21310
305,21367,-1.3000000000000478,-1.1010000000000395,17.55000000000025,-17.751794815063477,4.355966567993164,3e-05,21367
306,21439,2.149999999999933,-1.0605000000000402,17.55000000000025,-17.81460189819336,4.295986175537109,3e-05,21439
307,21505,0.5499999999999456,-1.0555000000000399,17.55000000000025,-17.76404571533203,4.85378360748291,3e-05,21505
308,21575,1.2499999999999396,-1.0205000000000404,17.55000000000025,-17.76642608642578,5.266644477844238,3e-05,21575
309,21634,-0.9500000000000508,-1.0275000000000403,17.55000000000025,0,4.077534198760986,3e-05,21634
310,21737,11.700000000000244,-0.8940000000000374,17.55000000000025,-17.5677547454834,4.724196910858154,3e-05,21737
311,21796,-0.9500000000000464,-0.877000000000037,17.55000000000025,0,4.908970832824707,3e-05,21796
312,21881,0.2999999999999199,-0.8575000000000376,17.55000000000025,-17.561084747314453,4.346869945526123,3e-05,21881
313,21934,-2.0000000000000293,-0.8830000000000373,17.55000000000025,0,4.237988471984863,3e-05,21934
314,21999,0.09999999999994369,-0.8940000000000375,17.55000000000025,-17.826499938964844,4.242435932159424,3e-05,21999
315,22052,-2.000000000000033,-0.8985000000000375,17.55000000000025,0,3.9549460411071777,3e-05,22052
316,22126,2.4999999999999387,-0.8485000000000383,17.55000000000025,0,4.04295539855957,3e-05,22126
317,22173,-2.499999999999984,-0.8250000000000377,17.55000000000025,-17.886289596557617,4.313051223754883,3e-05,22173
318,22230,-1.3000000000000478,-0.818000000000038,17.55000000000025,0,4.1541314125061035,3e-05,22230
319,22295,0.09999999999994369,-0.7510000000000382,17.55000000000025,-17.640621185302734,4.564192295074463,3e-05,22295
320,22356,-0.600000000000052,-0.7440000000000383,17.55000000000025,0,4.596035957336426,3e-05,22356
321,22411,-1.6500000000000457,-0.7605000000000381,17.55000000000025,-17.66086196899414,4.726163864135742,3e-05,22411
322,22544,-6.700000000000146,-0.8075000000000392,17.55000000000025,0,4.348626136779785,3e-05,22544
323,22594,-2.2500000000000027,-0.8100000000000392,17.55000000000025,0,4.462715148925781,3e-05,22594
324,22644,-2.249999999999983,-0.8075000000000391,17.55000000000025,0,4.849690914154053,3e-05,22644
325,22702,-0.8500000000000449,-0.7935000000000397,17.55000000000025,0,4.823162078857422,3e-05,22702
326,22789,-2.6500000000000883,-0.8270000000000399,17.55000000000025,-18.07876968383789,4.6530303955078125,3e-05,22789
327,22840,-2.3499999999999828,-0.854500000000039,17.55000000000025,0,4.491645336151123,3e-05,22840
328,22924,-3.450000000000082,-0.8990000000000393,17.55000000000025,0,4.714102745056152,3e-05,22924
329,22975,-2.3499999999999828,-0.969500000000041,17.55000000000025,-17.86374282836914,4.385252475738525,3e-05,22975
330,23030,-1.6500000000000448,-0.9635000000000414,17.55000000000025,0,4.513628005981445,3e-05,23030
331,23093,-0.25000000000004974,-0.9425000000000415,17.55000000000025,-17.851791381835938,4.008653163909912,3e-05,23093
332,23185,-1.500000000000096,-0.9410000000000421,17.55000000000025,-18.02181625366211,3.9944934844970703,3e-05,23185
333,23235,-2.249999999999983,-0.9445000000000416,17.55000000000025,-18.00275421142578,4.029052734375,3e-05,23235
334,23281,-2.3999999999999844,-0.9835000000000409,17.55000000000025,-17.86983299255371,4.244635581970215,3e-05,23281
335,23341,-0.5000000000000506,-1.0225000000000406,17.55000000000025,-17.705707550048828,4.639688491821289,3e-05,23341
336,23413,1.5999999999999366,-0.9840000000000413,17.55000000000025,-17.94512939453125,4.53941535949707,3e-05,23413
337,23474,-0.600000000000052,-0.9725000000000409,17.55000000000025,0,4.371232509613037,3e-05,23474
338,23526,-1.9000000000000101,-0.9725000000000411,17.55000000000025,0,4.533206462860107,3e-05,23526
339,23612,-1.4500000000000854,-0.9680000000000419,17.55000000000025,0,4.44096565246582,3e-05,23612
340,23659,-2.499999999999984,-0.9800000000000414,17.55000000000025,-17.89455795288086,4.5691728591918945,3e-05,23659
341,23750,-1.950000000000034,-0.9770000000000418,17.55000000000025,0,4.362318992614746,3e-05,23750
342,23800,-2.25000000000003,-0.9980000000000416,17.55000000000025,0,4.520681381225586,3e-05,23800
343,23852,-1.9000000000000012,-1.014500000000041,17.55000000000025,0,4.266798496246338,3e-05,23852
344,23961,-3.7500000000001172,-1.0465000000000415,17.55000000000025,-17.825319290161133,4.6768083572387695,3e-05,23961
345,24058,-4.750000000000084,-1.0745000000000415,17.55000000000025,0,4.379816055297852,3e-05,24058
346,24113,-1.65000000000005,-1.0720000000000416,17.55000000000025,-17.965620040893555,4.297844886779785,3e-05,24113
347,24167,-1.5500000000000442,-1.1270000000000413,17.55000000000025,-17.76832389831543,4.620637893676758,3e-05,24167
348,24219,-1.9000000000000243,-1.1435000000000413,17.55000000000025,-17.953454971313477,4.393030166625977,3e-05,24219
349,24274,-1.6500000000000457,-1.147000000000041,17.55000000000025,0,4.751463890075684,3e-05,24274
350,24360,6.2500000000001705,-1.0655000000000392,17.55000000000025,0,4.620173454284668,3e-05,24360
351,24410,-2.2499999999999893,-1.0865000000000387,17.55000000000025,0,4.292057514190674,3e-05,24410
352,24509,-1.1000000000001044,-1.0880000000000394,17.55000000000025,-17.85540771484375,4.106542587280273,3e-05,24509
353,24586,0.5499999999999341,-1.0775000000000392,17.55000000000025,0,5.201900959014893,3e-05,24586
354,24636,-2.2499999999999867,-1.1010000000000386,17.55000000000025,0,4.588998794555664,3e-05,24636
355,24697,-0.600000000000052,-1.0940000000000387,17.55000000000025,-17.931690216064453,4.562989234924316,3e-05,24697
356,24757,-0.5000000000000506,-1.0825000000000389,17.55000000000025,-17.854875564575195,4.837015151977539,3e-05,24757
357,24804,-2.499999999999994,-1.0920000000000385,17.55000000000025,0,4.483116149902344,3e-05,24804
358,24880,2.849999999999933,-1.0530000000000383,17.55000000000025,0,3.7150051593780518,3e-05,24880
359,24930,-2.250000000000007,-1.0425000000000373,17.55000000000025,0,4.974573135375977,3e-05,24930
360,24980,-2.2500000000000053,-1.0865000000000367,17.55000000000025,0,4.454336643218994,3e-05,24980
361,25039,-0.9500000000000499,-1.1145000000000365,17.55000000000025,-17.73255157470703,4.948634624481201,3e-05,25039
362,25115,0.09999999999993303,-1.0970000000000368,17.55000000000025,-17.8319091796875,4.6324687004089355,3e-05,25115
363,25162,-2.499999999999984,-1.1355000000000361,17.55000000000025,0,4.52464485168457,3e-05,25162
364,25248,6.800000000000196,-1.0335000000000334,17.55000000000025,0,4.333760738372803,3e-05,25248
365,25309,-0.6000000000000485,-1.0415000000000334,17.55000000000025,-17.88241195678711,4.510519027709961,3e-05,25309
366,25359,-2.2499999999999964,-1.0440000000000331,17.55000000000025,-17.915691375732422,3.7372634410858154,3e-05,25359
367,25411,-1.9000000000000288,-1.0380000000000336,17.55000000000025,-17.94892692565918,4.594313621520996,3e-05,25411
368,25492,4.550000000000185,-0.9945000000000311,17.55000000000025,0,4.072441577911377,3e-05,25492
369,25553,-0.600000000000052,-1.016500000000031,17.55000000000025,-17.6777400970459,4.216336250305176,3e-05,25553
370,25605,-1.9000000000000048,-1.0105000000000313,17.55000000000025,-17.688098907470703,4.494247913360596,3e-05,25605
371,25655,-2.249999999999983,-1.0200000000000307,17.55000000000025,-18.08855628967285,4.171603679656982,3e-05,25655
372,25722,0.9999999999999458,-0.990000000000031,17.55000000000025,0,4.506005764007568,3e-05,25722
373,25806,2.049999999999925,-0.9565000000000312,17.55000000000025,0,4.310985565185547,3e-05,25806
374,25856,-2.2500000000000053,-1.0235000000000332,17.55000000000025,0,4.659987449645996,3e-05,25856
375,25941,0.8499999999999188,-0.9975000000000334,17.55000000000025,-17.73649787902832,4.860815048217773,3e-05,25941
376,25995,-1.5500000000000487,-1.0060000000000335,17.55000000000025,-17.775924682617188,3.925365686416626,3e-05,25995
377,26070,-2.5500000000000727,-1.0450000000000332,17.55000000000025,0,4.263864517211914,3e-05,26070
378,26161,-2.500000000000089,-1.0685000000000338,17.55000000000025,-17.730649948120117,4.163594722747803,3e-05,26161
379,26208,-2.499999999999984,-1.0745000000000333,17.55000000000025,0,3.7796127796173096,3e-05,26208
380,26269,-0.600000000000052,-1.1020000000000332,17.55000000000025,-17.991304397583008,4.600687026977539,3e-05,26269
381,26342,1.4999999999999352,-1.0680000000000336,17.55000000000025,0,4.525012016296387,3e-05,26342
382,26399,-1.3000000000000433,-1.0590000000000335,17.55000000000025,-18.04096794128418,4.9839677810668945,3e-05,26399
383,26450,-2.3499999999999996,-1.073000000000033,17.55000000000025,0,4.562572479248047,3e-05,26450
384,26503,-2.000000000000014,-1.074000000000033,17.55000000000025,-17.956830978393555,4.104954719543457,3e-05,26503
385,26599,-4.100000000000067,-1.1030000000000333,17.55000000000025,-17.79566192626953,4.231637954711914,3e-05,26599
386,26649,-2.249999999999999,-1.1030000000000333,17.55000000000025,-17.838653564453125,4.572567939758301,3e-05,26649
387,26725,0.09999999999993392,-1.0925000000000336,17.55000000000025,-17.880340576171875,4.642789363861084,3e-05,26725
388,26775,-2.249999999999985,-1.088000000000033,17.55000000000025,-17.73361587524414,4.061371326446533,3e-05,26775
389,26830,-1.65000000000005,-1.0855000000000332,17.55000000000025,0,4.840171813964844,3e-05,26830
390,26877,-2.499999999999984,-1.0915000000000326,17.55000000000025,-18.0584716796875,4.554546356201172,3e-05,26877
391,26927,-2.249999999999983,-1.118500000000032,17.55000000000025,-17.8021183013916,4.281410217285156,3e-05,26927
392,26978,-2.350000000000003,-1.114000000000031,17.55000000000025,0,4.463515281677246,3e-05,26978
393,27030,-1.9000000000000234,-1.120000000000031,17.55000000000025,0,4.764168739318848,3e-05,27030
394,27108,3.2000000000001227,-1.0785000000000293,17.55000000000025,0,4.201308250427246,3e-05,27108
395,27180,1.5999999999999401,-1.015000000000029,17.55000000000025,0,4.525129795074463,3e-05,27180
396,27275,0.3999999999999089,-0.969500000000029,17.55000000000025,-17.859004974365234,4.206686973571777,3e-05,27275
397,27375,3.750000000000141,-0.8580000000000261,17.55000000000025,-17.8201904296875,4.154604911804199,3e-05,27375
398,27430,-1.65000000000002,-0.858000000000026,17.55000000000025,0,4.180783271789551,3e-05,27430
399,27501,2.2499999999999387,-0.8225000000000261,17.55000000000025,-17.690046310424805,4.480071544647217,3e-05,27501
400,27558,-1.3000000000000478,-0.8515000000000259,17.55000000000025,0,4.517594337463379,3e-05,27558
401,27629,1.699999999999938,-0.835500000000026,17.55000000000025,-17.947961807250977,4.174684524536133,3e-05,27629
402,27720,-0.3000000000000904,-0.8290000000000265,17.55000000000025,0,3.8908729553222656,3e-05,27720
403,27780,-0.5000000000000506,-0.8150000000000267,17.55000000000025,0,4.187380790710449,3e-05,27780
404,27837,-1.3000000000000442,-0.8125000000000268,17.55000000000025,-17.627281188964844,4.07672119140625,3e-05,27837
405,27894,-1.3000000000000478,-0.8125000000000269,17.55000000000025,0,4.527379989624023,3e-05,27894
406,27984,-0.7500000000000835,-0.8415000000000269,17.55000000000025,0,4.006748199462891,3e-05,27984
407,28039,-1.650000000000027,-0.8635000000000267,17.55000000000025,-17.84182357788086,4.7282586097717285,3e-05,28039
408,28094,-1.6500000000000457,-0.8925000000000263,17.55000000000025,0,4.488726615905762,3e-05,28094
409,28148,-1.5500000000000487,-0.8985000000000264,17.55000000000025,0,4.515819549560547,3e-05,28148
410,28213,0.09999999999994369,-1.0145000000000295,17.55000000000025,-17.76398277282715,4.336129665374756,3e-05,28213
411,28263,-2.249999999999983,-1.027500000000029,17.55000000000025,-17.970046997070312,4.829151153564453,3e-05,28263
412,28313,-2.2499999999999964,-1.053000000000028,17.55000000000025,-17.747228622436523,4.347448348999023,3e-05,28313
413,28387,3.049999999999936,-1.0025000000000284,17.55000000000025,-17.73118019104004,4.286336898803711,3e-05,28387
414,28474,-2.650000000000058,-1.0300000000000282,17.55000000000025,0,4.589753150939941,3e-05,28474
415,28521,-2.499999999999994,-1.035000000000028,17.55000000000025,-17.58537483215332,3.801783323287964,3e-05,28521
416,28601,4.649999999999963,-1.0135000000000276,17.55000000000025,-17.903602600097656,3.9038639068603516,3e-05,28601
417,28656,-1.6500000000000457,-1.0050000000000283,17.55000000000025,0,5.026859283447266,3e-05,28656
418,28708,-1.9000000000000217,-1.011000000000028,17.55000000000025,0,3.9038095474243164,3e-05,28708
419,28761,-2.000000000000033,-1.0320000000000276,17.55000000000025,-17.952537536621094,4.228426933288574,3e-05,28761
420,28813,-1.8999999999999888,-1.0450000000000272,17.55000000000025,-17.785661697387695,4.446186065673828,3e-05,28813
421,28887,3.5999999999999366,-0.9925000000000272,17.55000000000025,-17.869239807128906,3.8316006660461426,3e-05,28887
422,28942,-1.65000000000005,-0.9420000000000264,17.55000000000025,0,4.517455101013184,3e-05,28942
423,28994,-1.9000000000000234,-0.9385000000000264,17.55000000000025,0,4.862509250640869,3e-05,28994
424,29041,-2.499999999999984,-0.9410000000000264,17.55000000000025,-17.85553741455078,5.077042102813721,3e-05,29041
425,29113,2.1499999999999373,-0.9110000000000267,17.55000000000025,-17.9013671875,5.056351661682129,3e-05,29113
426,29200,3.9499999999999273,-0.8450000000000264,17.55000000000025,0,4.8500075340271,3e-05,29200
427,29304,7.200000000000273,-0.7495000000000239,17.55000000000025,0,4.138488292694092,3e-05,29304
428,29360,-1.750000000000047,-0.7325000000000235,17.55000000000025,0,4.465088844299316,3e-05,29360
429,29442,-1.6000000000000796,-0.7250000000000246,17.55000000000025,0,4.410665512084961,3e-05,29442
430,29495,-2.000000000000007,-0.7285000000000241,17.55000000000025,-17.620939254760742,4.26202392578125,3e-05,29495
431,29598,-3.7000000000001094,-0.7630000000000249,17.55000000000025,0,4.815738677978516,3e-05,29598
432,29652,-1.5500000000000442,-0.763500000000024,17.55000000000025,0,4.337106227874756,3e-05,29652
433,29721,1.3499999999999401,-0.727500000000025,17.55000000000025,-17.772140502929688,4.4686150550842285,3e-05,29721
434,29771,-2.249999999999983,-0.7260000000000251,17.55000000000025,-17.896915435791016,4.45383358001709,3e-05,29771
435,29821,-2.249999999999985,-0.7435000000000244,17.55000000000025,-17.880056381225586,5.363504409790039,3e-05,29821
436,29914,7.750000000000217,-0.6820000000000216,17.55000000000025,0,4.917196273803711,3e-05,29914
437,29973,-0.9500000000000499,-0.6855000000000215,17.55000000000025,-17.614540100097656,4.1291351318359375,3e-05,29973
438,30057,5.900000000000187,-0.6075000000000196,17.55000000000025,-18.05350112915039,5.0475873947143555,3e-05,30057
439,30126,1.3499999999999437,-0.5795000000000193,17.55000000000025,0,4.008321285247803,3e-05,30126
440,30215,-2.850000000000091,-0.5830000000000205,17.55000000000025,-17.838937759399414,3.3409485816955566,3e-05,30215
441,30284,1.3499999999999472,-0.5500000000000207,17.55000000000025,0,4.06162166595459,3e-05,30284
442,30339,-1.6500000000000457,-0.5440000000000209,17.55000000000025,-17.90445327758789,4.200892448425293,3e-05,30339
443,30474,-3.6000000000001515,-0.5610000000000224,17.55000000000025,0,4.406538963317871,3e-05,30474
444,30536,-0.15000000000004832,-0.5250000000000217,17.55000000000025,0,4.531728267669678,3e-05,30536
445,30600,0.1999999999999451,-0.47550000000002135,17.55000000000025,0,4.756414413452148,3e-05,30600
446,30655,-1.6500000000000457,-0.4755000000000213,17.55000000000025,-18.00672721862793,4.525153160095215,3e-05,30655
447,30741,-2.000000000000048,-0.4800000000000214,17.55000000000025,-17.920846939086914,4.6470794677734375,3e-05,30741
448,30819,3.7500000000000915,-0.42350000000002014,17.55000000000025,-17.78130531311035,4.34437370300293,3e-05,30819
449,30870,-2.3499999999999943,-0.43050000000001964,17.55000000000025,0,3.9752659797668457,3e-05,30870
450,30942,-0.05000000000006555,-0.493500000000022,17.55000000000025,0,4.474618911743164,3e-05,30942
451,31004,-0.1500000000000492,-0.47250000000002257,17.55000000000025,0,4.796391010284424,3e-05,31004
452,31095,5.20000000000017,-0.4095000000000198,17.55000000000025,-17.810819625854492,4.441446304321289,3e-05,31095
453,31145,-2.249999999999983,-0.4375000000000189,17.55000000000025,-17.81361198425293,5.144270420074463,3e-05,31145
454,31195,-2.249999999999993,-0.437500000000019,17.55000000000025,-17.88838768005371,4.51740026473999,3e-05,31195
455,31248,-2.0000000000000355,-0.45150000000001883,17.55000000000025,0,4.113670349121094,3e-05,31248
456,31298,-2.249999999999994,-0.4690000000000183,17.55000000000025,0,4.6000823974609375,3e-05,31298
457,31355,-1.300000000000047,-0.4570000000000188,17.55000000000025,-17.875492095947266,4.4934515953063965,3e-05,31355
458,31414,-0.9500000000000437,-0.49500000000001854,17.55000000000025,0,4.03459358215332,3e-05,31414
459,31469,-2.2000000000000055,-0.4945000000000185,17.55000000000025,-17.97332763671875,4.547845840454102,3e-05,31469
460,31521,-1.9000000000000004,-0.49100000000001853,17.55000000000025,-17.85137176513672,4.588089942932129,3e-05,31521
461,31578,-1.3000000000000442,-0.4945000000000185,17.55000000000025,0,4.236089706420898,3e-05,31578
462,31637,-0.9500000000000499,-0.5050000000000184,17.55000000000025,-17.93669891357422,4.132732391357422,3e-05,31637
463,31683,-2.3999999999999844,-0.5040000000000184,17.55000000000025,-18.053974151611328,4.465571403503418,3e-05,31683
464,31730,-2.499999999999984,-0.5970000000000203,17.55000000000025,0,4.26461124420166,3e-05,31730
465,31809,3.6500000000001727,-0.554500000000018,17.55000000000025,-17.6672306060791,4.305449485778809,3e-05,31809
466,31859,-2.2499999999999956,-0.554500000000018,17.55000000000025,-18.112842559814453,4.334157943725586,3e-05,31859
467,31918,-0.9500000000000499,-0.5450000000000181,17.55000000000025,0,4.579455852508545,3e-05,31918
468,31972,-1.5500000000000442,-0.6060000000000205,17.55000000000025,0,4.000572681427002,3e-05,31972
469,32076,-4.350000000000112,-0.6435000000000212,17.55000000000025,0,4.263912200927734,3e-05,32076
470,32133,-1.300000000000047,-0.6375000000000216,17.55000000000025,-17.71543312072754,4.525006294250488,3e-05,32133
471,32186,-2.000000000000009,-0.6350000000000218,17.55000000000025,0,4.247705459594727,3e-05,32186
472,32275,5.400000000000173,-0.5910000000000194,17.55000000000025,-17.941810607910156,4.619447708129883,3e-05,32275
473,32334,-0.9500000000000464,-0.6210000000000191,17.55000000000025,0,4.329917907714844,3e-05,32334
474,32391,-1.3000000000000478,-0.6115000000000196,17.55000000000025,-17.624919891357422,4.045676231384277,3e-05,32391
475,32460,-0.8500000000000574,-0.6285000000000194,17.55000000000025,0,4.2382283210754395,3e-05,32460
476,32514,-1.5500000000000442,-0.6285000000000194,17.55000000000025,0,4.889128684997559,3e-05,32514
477,32571,-1.3000000000000442,-0.6160000000000191,17.55000000000025,-17.8994083404541,4.3633952140808105,3e-05,32571
478,32640,0.799999999999943,-0.5830000000000188,17.55000000000025,0,4.613533020019531,3e-05,32640
479,32690,-2.2499999999999893,-0.5805000000000189,17.55000000000025,0,4.417398929595947,3e-05,32690
480,32743,-2.0000000000000266,-0.5945000000000187,17.55000000000025,-17.512447357177734,4.8036675453186035,3e-05,32743
481,32817,1.9499999999999353,-0.5900000000000186,17.55000000000025,-18.001401901245117,3.8916940689086914,3e-05,32817
482,32869,-1.9000000000000208,-0.5960000000000183,17.55000000000025,-17.82973861694336,4.327987194061279,3e-05,32869
483,32949,-3.600000000000028,-0.6085000000000186,17.55000000000025,-17.782135009765625,4.478830337524414,3e-05,32949
484,33003,-1.5500000000000442,-0.604000000000019,17.55000000000025,-17.70865821838379,4.960187911987305,3e-05,33003
485,33060,-1.300000000000046,-0.5760000000000187,17.55000000000025,0,4.138718128204346,3e-05,33060
486,33110,-2.250000000000001,-0.5760000000000187,17.55000000000025,0,4.5714945793151855,3e-05,33110
487,33162,-1.9000000000000172,-0.5960000000000182,17.55000000000025,0,4.012488842010498,3e-05,33162
488,33215,-2.0000000000000195,-0.5935000000000186,17.55000000000025,-17.85595703125,3.9463915824890137,3e-05,33215
489,33277,-0.15000000000005276,-0.5785000000000186,17.55000000000025,-17.833621978759766,4.380791664123535,3e-05,33277
490,33327,-2.249999999999983,-0.5760000000000187,17.55000000000025,-17.893417358398438,4.639148712158203,3e-05,33327
491,33384,-1.3000000000000478,-0.5665000000000193,17.55000000000025,0,4.750432968139648,3e-05,33384
492,33439,-1.6500000000000457,-0.5595000000000198,17.55000000000025,-17.983253479003906,4.6039886474609375,3e-05,33439
493,33509,1.7999999999999394,-0.5225000000000201,17.55000000000025,-17.65859031677246,4.3640522956848145,3e-05,33509
494,33572,-0.2500000000000542,-0.5570000000000218,17.55000000000025,0,3.927398204803467,3e-05,33572
495,33665,-1.6000000000000947,-0.5890000000000222,17.55000000000025,-17.523984909057617,4.301377773284912,3e-05,33665
496,33749,6.450000000000188,-0.5285000000000193,17.55000000000025,-17.925016403198242,4.482255935668945,3e-05,33749
497,33843,-1.700000000000096,-0.5830000000000217,17.55000000000025,-17.71265411376953,4.734378337860107,3e-05,33843
498,33936,-1.0500000000000878,-0.5770000000000224,17.55000000000025,0,4.077702045440674,3e-05,33936
499,33987,-2.3499999999999828,-0.6230000000000215,17.55000000000025,-17.958011627197266,4.60440731048584,3e-05,33987
500,34048,-0.6000000000000485,-0.6160000000000215,17.55000000000025,0,4.274869918823242,3e-05,34048
501,34100,-1.8999999999999932,-0.6520000000000209,17.55000000000025,0,4.510166168212891,3e-05,34100
502,34147,-2.499999999999984,-0.6740000000000198,17.55000000000025,-17.76419448852539,4.416278839111328,3e-05,34147
503,34197,-2.249999999999983,-0.6915000000000192,17.55000000000025,-17.768827438354492,3.823620319366455,3e-05,34197
504,34247,-2.2499999999999956,-0.7010000000000187,17.55000000000025,-17.858203887939453,4.546472549438477,3e-05,34247
505,34322,2.9499999999999353,-0.6585000000000188,17.55000000000025,0,4.102439880371094,3e-05,34322
506,34388,0.549999999999943,-0.6455000000000187,17.55000000000025,0,4.256569862365723,3e-05,34388
507,34437,-2.1499999999999835,-0.6505000000000182,17.55000000000025,-17.724990844726562,4.049225330352783,3e-05,34437
508,34487,-2.2499999999999867,-0.6565000000000176,17.55000000000025,-17.879451751708984,4.077237129211426,3e-05,34487
509,34557,1.2499999999999423,-0.6285000000000176,17.55000000000025,-17.69163703918457,4.323908805847168,3e-05,34557
510,34624,0.44999999999994156,-0.6250000000000177,17.55000000000025,0,4.126293182373047,3e-05,34624
511,34683,-0.9500000000000464,-0.6120000000000183,17.55000000000025,-17.785890579223633,4.5730743408203125,3e-05,34683
512,34771,-3.300000000000095,-0.6225000000000194,17.55000000000025,-17.612422943115234,3.9748406410217285,3e-05,34771
513,34830,-0.9500000000000455,-0.6625000000000191,17.55000000000025,0,4.1429290771484375,3e-05,34830
514,34883,-2.0000000000000284,-0.6560000000000188,17.55000000000025,-17.965614318847656,4.329441070556641,3e-05,34883
515,34972,-0.6500000000000865,-0.6375000000000197,17.55000000000025,0,3.862333297729492,3e-05,34972
516,35077,4.900000000000297,-0.6350000000000164,17.55000000000025,-17.79098892211914,4.236400127410889,3e-05,35077
517,35184,-3.55000000000011,-0.654000000000017,17.55000000000025,0,4.583288669586182,3e-05,35184
518,35241,-1.3000000000000478,-0.6480000000000173,17.55000000000025,-17.83209991455078,4.368701934814453,3e-05,35241
519,35299,-1.4000000000000528,-0.6420000000000176,17.55000000000025,-17.778152465820312,4.590469837188721,3e-05,35299
520,35371,2.1499999999999373,-0.6015000000000184,17.55000000000025,-17.88298797607422,4.548680305480957,3e-05,35371
521,35421,-2.249999999999983,-0.6600000000000175,17.55000000000025,-17.751222610473633,4.578130722045898,3e-05,35421
522,35485,0.19999999999994866,-0.6415000000000175,17.55000000000025,-17.5659236907959,4.796723365783691,3e-05,35485
523,35531,-2.3999999999999844,-0.6465000000000171,17.55000000000025,-17.901409149169922,4.723928928375244,3e-05,35531
524,35639,6.25000000000016,-0.5590000000000157,17.55000000000025,-17.763439178466797,4.845839500427246,3e-05,35639
525,35715,-2.650000000000074,-0.6070000000000157,17.55000000000025,-17.954980850219727,4.06052827835083,3e-05,35715
526,35765,-2.249999999999983,-0.669000000000015,17.55000000000025,-17.89955711364746,4.073861122131348,3e-05,35765
527,35819,-1.5500000000000442,-0.7565000000000179,17.55000000000025,-17.853078842163086,4.562960624694824,3e-05,35819
528,35900,0.14999999999992308,-0.7375000000000184,17.55000000000025,0,4.155520915985107,3e-05,35900
529,35955,-1.650000000000035,-0.7380000000000179,17.55000000000025,-17.778379440307617,4.246338844299316,3e-05,35955
530,36043,-0.5500000000000851,-0.7235000000000186,17.55000000000025,-18.00982093811035,3.814760684967041,3e-05,36043
531,36138,-1.8000000000000709,-0.7045000000000182,17.55000000000025,0,4.27663516998291,3e-05,36138
532,36197,-0.9500000000000446,-0.6985000000000181,17.55000000000025,-17.9085636138916,4.355794906616211,3e-05,36197
533,36250,-2.000000000000048,-0.7320000000000181,17.55000000000025,0,4.596047401428223,3e-05,36250
534,36313,-0.2500000000000586,-0.7120000000000188,17.55000000000025,-17.666927337646484,4.391981601715088,3e-05,36313
535,36387,2.499999999999936,-0.6645000000000197,17.55000000000025,-17.94891357421875,4.862857818603516,3e-05,36387
536,36442,-1.6500000000000457,-0.7585000000000223,17.55000000000025,0,4.7160139083862305,3e-05,36442
537,36495,-2.0000000000000293,-0.7690000000000221,17.55000000000025,-17.84822654724121,3.6826915740966797,3e-05,36495
538,36565,0.6999999999999345,-0.8210000000000245,17.55000000000025,-17.66860008239746,4.204305648803711,3e-05,36565
539,36627,-0.1500000000000572,-0.8360000000000247,17.55000000000025,-17.690200805664062,4.407143592834473,3e-05,36627
540,36681,-1.5500000000000442,-0.8230000000000242,17.55000000000025,-17.848569869995117,4.5973663330078125,3e-05,36681
541,36731,-2.249999999999994,-0.8590000000000236,17.55000000000025,-17.858890533447266,4.313025951385498,3e-05,36731
