Episode,Reward
1,46.462289579446555
2,2.362308362322201
3,2.9703131458974
4,287.6463636528332
5,-4.145632885474116
6,-1.1642535282236484
7,351.4842540958235
8,-6.638955756190363
9,0.9995816443025678
10,-0.29369123504368666
11,5.208649147307044
12,-0.1443181734122021
13,-2.9373414695721856
14,-1.2357482061465053
15,357.89921225365003
16,312.20272072218404
17,286.71098198148644
18,-4.157181306383175
19,-7.246918136752003
20,-0.9662076037532454
21,357.5699674063846
22,3.925323729012746
23,314.2190957847669
24,-7.149352799301512
25,303.064157285132
26,-7.313573043237188
27,-1.3245553996227102
28,-4.575788021402242
29,-5.47026005930639
30,4.132344995750309
31,-0.02387151428969503
32,324.6355409766328
33,330.2130446357872
34,355.8974084303594
35,-0.5843831205971899
36,71.62845712025998
37,-2.762794185236787
38,-3.4580710675218373
39,-2.964833004244065
40,-3.36241567837612
41,-1.6865609050005101
42,-1.9986613698848652
43,0.4044104443599661
44,0.5489922971209413
45,-3.6267091480988203
46,0.75435573664274
47,-1.0717403547361304
48,-3.1300890722412866
49,1.0843356409726734
50,12.813217353914464
51,-0.42221946586656145
52,-2.655732264073161
53,-0.42284530584093183
54,-1.8235194556003762
55,8.784612961615817
56,44.46769366397313
57,123.92987525910196
58,-12.491514777258537
59,-6.977230048562048
60,-7.315976037651917
61,-4.387010886131496
62,-2.39781217672276
63,0.8781591443940346
64,14.331034888157248
65,-4.710772948325795
66,-5.669858064164111
67,-3.4241655024646116
68,-4.2645861504041305
69,32.70176932633994
70,-9.930530659573375
71,-10.730149024094002
72,-7.8977066952323955
73,-2.1405478561776983
74,-8.580075728382678
75,-7.265885026137321
76,-9.909075947444236
77,-2.628366952884722
78,-10.427260335244505
79,-8.83323323018822
80,-8.008160951660019
81,-10.074616931851889
82,-8.212570741690465
83,-11.14702487115452
84,-8.694482017025798
85,-9.57870411709457
86,-9.69145204883356
87,6.544108893499919
88,271.1462417231674
89,-2.653238616583595
90,-6.871202606782803
91,-6.1407559954093145
92,-0.04811788645342041
93,-7.017654536121571
94,-6.910619838124976
95,-0.6854908562010191
96,-7.620806510567553
97,409.8313920110761
98,102.33556416336526
99,-5.394761983372961
100,-2.307377583146872
101,-1.3171129972755722
102,4.231189459884286
103,-4.51696242179512
104,-2.4921413484524395
105,-4.6634233100796845
106,-6.009468805837831
107,-7.0308398670754
108,-7.692420840011425
109,-8.152350394371062
110,-3.306832956131494
111,-8.808548752667466
112,5.350153045499766
113,5.665258864547027
114,339.40870969796543
115,-2.4594267543104706
116,-2.6640552867249623
117,-2.664523560421874
118,-4.622733071870812
119,-3.7918207734624847
120,-4.324814506496306
121,-10.05630625705722
122,-6.986156999751115
123,1.3784478497263777
124,-6.921117390369663
125,269.97068566254484
126,-3.0757358647216453
127,1.2788329818804058
128,-7.304004186080197
129,373.46639193340013
130,14.163121890206128
131,-2.3573746319253557
132,-3.9361637292599934
133,-2.1707018989943423
134,-5.8161619211266835
135,-0.7919828339171922
136,-7.798303204181033
137,-2.2651436040203814
138,4.590465451695598
139,-1.8304555370380573
140,351.6347757813844
141,21.18866946942806
142,362.7426064658261
143,3.0625656152372507
144,-3.7996082165036817
145,-6.5928556996321355
146,377.8313085363189
